total_area,total_averaged_temperature,morris_row_index,location
3850.6412751191524,19.678470611572266,36,limpbach
3620.041741726914,16.62149020836598,36,grundbach
249.59991014148724,18.24992386783277,36,hasle
1250.0759994393932,20.338798108514045,36,emmepark
672.0937841103427,17.76752281188965,37,limpbach
2912.8684718838745,16.04998338785827,37,grundbach
249.59991014190433,18.24992386783302,37,hasle
1359.0827280061353,20.488003505677458,37,emmepark
658.2155355011722,17.749969482421875,38,limpbach
3075.11889653947,16.073237880461928,38,grundbach
249.59991014266103,18.24992386783862,38,hasle
1359.0827280063402,20.48800350567752,38,emmepark
5559.146718313266,19.639619827270508,39,limpbach
7250.119787609978,16.893737336248037,39,grundbach
249.59991014024027,18.249923867831416,39,hasle
1260.2193453868604,20.380877437275114,39,emmepark
658.2155355011722,17.749969482421875,4,limpbach
3075.11889653947,16.073237880461928,4,grundbach
249.59991014266103,18.24992386783862,4,hasle
1359.0827280063402,20.48800350567752,4,emmepark
3850.641275178133,19.678470611572266,40,limpbach
3121.0175989677946,16.729637016612216,40,grundbach
249.59991014345132,18.249923867839698,40,hasle
1250.075999438322,20.338798108513252,40,emmepark
672.0937841096811,17.76752281188965,41,limpbach
7032.585874695157,16.830186712785085,41,grundbach
249.59991014065736,18.249923867831665,41,hasle
1330.0784019040166,20.442045056699587,41,emmepark
672.0937841096811,17.76752281188965,42,limpbach
7032.585874695157,16.830186712785085,42,grundbach
249.59991014065736,18.249923867831665,42,hasle
1330.0784019040166,20.442045056699587,42,emmepark
672.0937841096811,17.76752281188965,43,limpbach
7032.585874695157,16.830186712785085,43,grundbach
249.59991014065736,18.249923867831665,43,hasle
1330.0784019040166,20.442045056699587,43,emmepark
672.0937841096811,17.76752281188965,44,limpbach
7032.585874695157,16.830186712785085,44,grundbach
249.59991014065736,18.249923867831665,44,hasle
1330.0784019040166,20.442045056699587,44,emmepark
3850.641275178133,19.678470611572266,45,limpbach
3121.0175989677946,16.729637016612216,45,grundbach
249.59991014345132,18.249923867839698,45,hasle
1250.075999438322,20.338798108513252,45,emmepark
