Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
146	:	1778360198.356	   277.472	0	43141	0	0	Rscript run_model.R 146 6 720 1
147	:	1778360225.838	   277.302	0	19121	0	0	Rscript run_model.R 147 6 720 2.5
148	:	1778360253.379	   283.782	0	19119	0	0	Rscript run_model.R 148 3 720 2.5
149	:	1778360260.708	   279.988	0	19761	0	0	Rscript run_model.R 149 6 560 2.5
150	:	1778360261.361	   284.151	0	19516	0	0	Rscript run_model.R 150 6 1040 2.5
151	:	1778360382.863	   278.526	0	42589	0	0	Rscript run_model.R 151 6 1040 1
152	:	1778360395.351	   280.555	0	44338	0	0	Rscript run_model.R 152 3 1040 1
153	:	1778360413.529	   274.381	0	19428	0	0	Rscript run_model.R 153 2 1040 2.5
154	:	1778360463.239	   280.248	0	19427	0	0	Rscript run_model.R 154 5 1040 2.5
155	:	1778360469.539	   284.016	0	44337	0	0	Rscript run_model.R 155 5 1040 1
156	:	1778360475.841	   281.837	0	47408	0	0	Rscript run_model.R 156 5 560 1
157	:	1778360503.326	   277.440	0	36729	0	0	Rscript run_model.R 157 2 400 1.5
159	:	1778360540.705	   275.637	0	17499	0	0	Rscript run_model.R 159 5 400 3
158	:	1778360537.427	   278.984	0	36729	0	0	Rscript run_model.R 158 5 400 1.5
160	:	1778360545.522	   282.710	0	15307	0	0	Rscript run_model.R 160 5 880 3
161	:	1778360661.401	   270.838	0	16059	0	0	Rscript run_model.R 161 2 560 3
162	:	1778360675.920	   270.661	0	15357	0	0	Rscript run_model.R 162 2 1040 3
163	:	1778360687.919	   270.811	0	15357	0	0	Rscript run_model.R 163 5 1040 3
164	:	1778360743.498	   280.298	0	31624	0	0	Rscript run_model.R 164 5 1040 1.5
165	:	1778360753.567	   285.164	0	30939	0	0	Rscript run_model.R 165 7 1200 1.5
166	:	1778360757.690	   282.546	0	31687	0	0	Rscript run_model.R 166 7 720 1.5
167	:	1778360780.780	   284.792	0	16157	0	0	Rscript run_model.R 167 7 720 3
168	:	1778360816.351	   279.455	0	16157	0	0	Rscript run_model.R 168 4 720 3
169	:	1778360816.423	   283.511	0	42589	0	0	Rscript run_model.R 169 6 1040 1
170	:	1778360828.241	   283.605	0	47408	0	0	Rscript run_model.R 170 6 560 1
171	:	1778360932.247	   273.391	0	19761	0	0	Rscript run_model.R 171 6 560 2.5
172	:	1778360946.592	   280.186	0	19761	0	0	Rscript run_model.R 172 3 560 2.5
173	:	1778360958.739	   281.213	0	30940	0	0	Rscript run_model.R 173 4 1200 1.5
174	:	1778361023.805	   282.540	0	30939	0	0	Rscript run_model.R 174 7 1200 1.5
175	:	1778361038.742	   281.771	0	31687	0	0	Rscript run_model.R 175 7 720 1.5
176	:	1778361040.248	   280.967	0	16157	0	0	Rscript run_model.R 176 7 720 3
177	:	1778361065.581	   283.389	0	47408	0	0	Rscript run_model.R 177 6 560 1
178	:	1778361095.816	   280.588	0	47408	0	0	Rscript run_model.R 178 3 560 1
179	:	1778361099.949	   277.031	0	19761	0	0	Rscript run_model.R 179 3 560 2.5
180	:	1778361111.856	   284.946	0	19428	0	0	Rscript run_model.R 180 3 1040 2.5
181	:	1778361205.648	   275.023	0	23548	0	0	Rscript run_model.R 181 5 1200 2
182	:	1778361226.790	   279.995	0	54840	0	0	Rscript run_model.R 182 5 1200 0.5
183	:	1778361239.964	   278.069	0	54841	0	0	Rscript run_model.R 183 2 1200 0.5
184	:	1778361306.357	   275.621	0	55957	0	0	Rscript run_model.R 184 2 720 0.5
185	:	1778361320.525	   269.664	0	24664	0	0	Rscript run_model.R 185 6 720 2
186	:	1778361321.223	   272.323	0	23547	0	0	Rscript run_model.R 186 6 1200 2
187	:	1778361348.981	   272.876	0	23547	0	0	Rscript run_model.R 187 3 1200 2
189	:	1778361376.989	   269.582	0	36765	0	0	Rscript run_model.R 189 2 560 1.5
188	:	1778361376.415	   280.256	0	54840	0	0	Rscript run_model.R 188 3 1200 0.5
190	:	1778361396.811	   276.740	0	31625	0	0	Rscript run_model.R 190 2 1040 1.5
191	:	1778361480.682	   272.193	0	15357	0	0	Rscript run_model.R 191 2 1040 3
192	:	1778361506.796	   269.539	0	15357	0	0	Rscript run_model.R 192 5 1040 3
193	:	1778361518.147	   272.567	0	31625	0	0	Rscript run_model.R 193 5 1040 1.5
194	:	1778361581.991	   271.157	0	36765	0	0	Rscript run_model.R 194 5 560 1.5
195	:	1778361590.197	   274.869	0	36765	0	0	Rscript run_model.R 195 2 560 1.5
196	:	1778361593.554	   272.144	0	16059	0	0	Rscript run_model.R 196 2 560 3
197	:	1778361621.865	   277.762	0	43141	0	0	Rscript run_model.R 197 4 720 1
